month	active_editors	anonymous_edits	global_south_active_editors	global_south_edits	global_south_new_editor_retention	global_south_nonbot_edits	mobile-heavy_wiki_active_editors	mobile-heavy_wiki_edits	mobile-heavy_wiki_new_editor_retention	mobile-heavy_wiki_nonbot_edits	mobile_edits	net_new_Commons_content_pages	net_new_Wikidata_entities	net_new_Wikipedia_articles	net_new_content_pages	new_active_editors	new_editor_retention	non_anonymous_edits	other_nonbot_edits	returning_active_editors	revert_rate	total_edits	uploads	wikidata_edits
11/1/17	82564						3352	895949	0.049253731	434575	989250	495358	1671454	172360	2569773	16724	0.068498673		11194664	65840	0.105831344	38008837	527085	14169744
12/1/17	79457						3530	1088167	0.044418469	425192	1022891	490862	2685171	193047	3623336	14359	0.074210679		10781658	65098	0.108166194	37411556	519639	13921195
1/1/18	84383						3817	1266697	0.043148471	460890	1154282	635998	438827	409081	1753987	16623	0.054036682		12043826	67760	0.113294525	39497259	671159	9737441
2/1/18	78868						3613	865895	0.043080626	419216	1012879	689572	2640667	162580	3725933	14949	0.052365556		11214565	63919	0.098142167	39622374	720896	15666511
3/1/18	85892						3661	1098456	0.044143005	444680	1121672	749171	819608	202875	2040839	17429	0.077362102		12067822	68463	0.085924247	43048383	801832	17985721
4/1/18	83382						3634	1100627	0.046027593	473422	1107334	585931	1139948	172568	2147134	15936	0.066915324		11278348	67446	0.101929003	34570729	622844	12837276
5/1/18	85018						3699	1052280	0.046049443	464452	1166548	687156	1465332	177393	3118353	17541	0.064066089		11796572	67477	0.095292075	39104990	728339	15673103
6/1/18	78524				0.044275		3444	851691	0.040653272	428083	1128439	569621	577595	177203	1638254	15012	0.057341027		10605800	63512	0.09558276	37132196	603525	16458441
7/1/18	77980	1972149			0.042536		3687	1067811	0.041167474	454464	1172888	631394	458593	221459	1809947	14080	0.047122898	35008608	10994815	63900	0.095538755	36955110	662742	14101154
8/1/18	78792	2045521			0.047855		3741	1210820	0.047007951	481644	1229154	763082	520235	221579	1818411	13947	0.051512716	38961990	11394260	64845	0.084420849	40995731	797032	18208668
9/1/18	82328	1998801	20109	2070328	0.04832	2070326	3863	846503	0.050685448	437457	1171470	800330	377222	185644	1635067	18270	0.056813535	36620328	11062745	64058	0.093077464	38605571	830428	17786725
10/1/18	82405	2175908	19891	1979771		1979769	3825	957794	0.050484983	433507	1231538	549132	1147804	191087	2101982	16518	0.066411425	41323633	10790092	65887	0.098189256	43486666	582738	23073044
11/1/18	82235	2133929	20008	2015177	0.042	2015175	3639	1150793	0.043328901	456985	1228949	549451	1272149	192340	2268787	15506	0.06874217	42257910	11038500	66729	0.093747386	44376013	586129	23896534
12/1/18	80796	2072111	20359	2067577	0.041	2067577	4046	1125381	0.047045142	488735	1260737	512338	947571	186233	2128146	14662	0.072073738	39932743	10991655	66134	0.085477729	41988394	546299	21418466
1/1/19	86782	2273355	21367	2434941	0.038392809	2434941	4228	988233	0.043358252	512674	1416777	542425	951976	200366	1938938	17096	0.054231852	44057059	12143464	69686	0.081303357	46312638	580719	23213770
2/1/19	82554	2023528	19743	2241877	0.043472249	2241875	3901	966696	0.045478527	438437	1254935	494725	574002	195100	1455387	16335	0.054652568	42124129	10952758	66219	0.073758026	44135189	531456	22667003
3/1/19	87711	2246302	21679	2294512	0.045774463	2294512	4252	996968	0.043950467	465084	1379133	510723	643675	216257	1587804	17738	0.073267516	47204254	11748062	69973	0.063090327	49434627	542547	28490299
4/1/19	84358	2145035	19941	2053568	0.04010374	2052287	3996	1412904	0.043766578	414992	1356454	584061	717420	268254	1782113	15535	0.068629744	49143285	10955991	68823	0.055777603	51252861	616226	30126989
5/1/19	90211	2221726	20841	2273855	0.042966345	2272975	4195	1384712	0.049625256	460884	1493057	667467	774361	189506	1978179	19323	0.067604721	44633445	11728361	70888	0.059398151	46847183	702372	23578489
6/1/19	83541	2051662	20093	2090806	0.058605257	2090322	4270	1262220	0.048543689	452430	1461766	494847	639526	213853	1806274	17070	0.060931758	38129171	10591175	66471	0.055568106	40171410	549546	18588097
7/1/19	82586	2087114	21197	2265222	0.04120787	2264700	4657	1351814	0.050682493	497732	1495166	652506	1063793	230322	2215023	15469	0.049295645	36172227	10832271	67117	0.053354881	38251850	724922	17976086
8/1/19	82362	2109334	21218	2379622	0.041587011	2379348	4508	1267338	0.049440299	491070	1567696	494591	854189	212086	1931846	15053	0.05169167	34900019	11376862	67309	0.052111176	37001864	548600	15640296
9/1/19	83158	2120394	20204	2342720		2342424	4346	1602350	0.057042946	502420	1499908	684758	2471829	243332	3617096	16874	0.058012065	39019081	11278981	66284	0.063080424	41133075	739596	16922498
10/1/19	85090	2284093	20908	2346662		2346370	4496	1455735	0.041272287	521977	1598195	531622	3675689	181524	4711988	16725	0.063311825	41280749	11276301	68365	0.065831709	43558233	585031	18391579
11/1/19	85848	2173008	20692	2203108		2201311	4273	1742610	0.039160537	479971	1538302	632849	3625578	211501	4651272	16756	0.07660345	44755250	11076121	69092	0.060278488	46923002	685487	23502409
12/1/19	85239	2111610	20377	2138211	0.044190132	2203108	4726	2137717	0.048891588	491849	1621995	670121	3481249	195211	4737543	15785	0.069465785	43211735	10643462	69454	0.05543789	45318629	716420	21367199
1/1/20	90229	2290873	21450	2282408	0.044978545	2282408	5047	1667762	0.051835121	586535	1745927	633007	3520037	252889	4818313	18342	0.053807163	42464852	12043414	71887	0.067180216	44748606	683969	19002423
2/1/20	88232	2135595	20245	2191848	0.043097113	1980937	4541	1052721	0.045171985	506151	1616956	805704	2516834	255138	3782792	18043	0.054110501	42019391	11279497	70189	0.060901578	44139367	855590	18736393
3/1/20	90443	2222674	21524	2802052	0.04232751	2441182	5028	2955059	0.046599368	702907	1678852	933836	2368419	468599	4041475	18254	0.071412658	47670116	13262731	72189	0.054137762	49822981	998024	20754272
4/1/20	95994	2221239	23011	3374326	0.041195	2762677	5534	2023867	0.046041	825048	1741987	505900	3418000	491300	4720000	20606	0.063241	50802899	15206640	75388	0.05367	53021129	567161	22620119
5/1/20	104508	2365101	25316	4189735	0.049742669	2998223	6001	2392095	0.054791791	778171	1924709	878203	2929482	396374	4512879	24774	0.069264531	52383642	14663802	79734	0.060618228	54751101	937664	25043268
6/1/20	96014	2145261	23312	3417381	0.051571928	2516055	5321	2117588	0.048071114	813305	1791421	649618	511455	487908	1922896	21334	0.06719678	50814018	12869134	74680	0.057796792	52960770	703996	25836962
7/1/20	87691	2087988	23467	3133019	0.042144506	2721998	5356	1496188	0.045204436	799567	1740901	743741	913741	387281	2282643	18660	0.055230151	44143758	11996820	69031	0.06677214	46233269	801286	21846294
8/1/20	89195	2154040	23465	3401090	0.045110215	2725391	5254	1538137	0.046241637	684396	1864517	713050	727136	287222	2027384	17705	0.055419275	53116527	12778521	71490	0.061018399	55272101	760785	25294195
9/1/20	89403	2158528	22523	2790520	0.049883137	2421673	4823	1328972	0.051647373	567904	1750969	664565	647460	223916	1898219	18206	0.060781007	62394893	12249107	71197	0.112535956	64554789	719390	15736096
10/1/20	90946	2279491	22782	2607596	0.049959069	2496046	5005	1151598	0.049235656	595157	1804825	816318	859940	380768	2309596	19379	0.074677396	62960214	12362794	71567	0.06005743	65240927	868769	15507565
11/1/20	91778	2224357	22179	2831597	0.049783291	2418354	4994	1199941	0.048257373	562327	1761761	1232866	694923	290665	2581998	18564	0.076716068	38048523	12338738	73214	0.054979121	40273842	1290742	15431435
12/1/20	94105	2205946	23713	2708882	0.056932843	2575509	5501	1431950	0.06001231	622716	1861378	885632	780916	344251	2351553	18637	0.076012651	40216793	13217242	75468	0.055281385	42425019	960768	16522364
1/1/21	100206	2385157	24975	2679282	0.052279105	2470191	5788	1534365	0.055898703	640154	2077422	829722	496093	253704	1903989	21351	0.061845607	43805900	14502673	78855	0.054838048	46193370	890467	19363111
2/1/21	94098	2189441	22961	2624628	0.053460395	2349968	5223	1323602	0.058111779	589393	1870956	890706	497480	284744	2190708	18716	0.06481851	44033180	4883772	75382	0.054045082	46224091	946127	20299650
3/1/21	100345	2320935	24869	2748858	0.053038314	2591609	5707	1212874	0.05555555	619785	2002852	1924506	500124	332045	3144609	20669	0.073964184	48937350	5690055	79676	0.05573311	51259653	1970348	21041855
4/1/21	97125	2178544	24252	3450291	0.051658737	2604520	5465	1240569		632886	1892286	1714523	327406	319102	2590341	18830	0.073391278	41700698	4772515	78295	0.051465576	43880912	1761754	17784086
5/1/21	98730	2294554	25308	3414303	0.056190002	2700943	5560	1226707		641991	2050899	1218483	321578	241237	2227436	19876	0.073750787	47328592	5280862	78854	0.053275237	49624611	1270095	20602931
6/1/21	91670	2089434	24610	3122716	0.057164562	2530074	5103	963573	0.061349693	567731	1899060	750711	349563	325849	1739466	17723	0.066023842	40073089	5218602	73947	0.055657164	42163576	796256	18875684
7/1/21	89307	2049005	25186	3184875	0.053920159	2744544	5320	1144866	0.060699153	598855	2006736	694958	341418	260784	2252121	16397	0.059165858	42730252	5250912	72910	0.05374112	44780394	738459	18720677
8/1/21	90312	2100177	25249	3594274		2735392	5606	1322700	0.058823529	618020	2083814	1258907	582256	247061	2331908	16299	0.060366474	45811721	5587077	74013	0.050317936	47913055	1311357	19905473
9/1/21	88925	2052391	24011	3010823		2498736	5164	997518	0.055481526	586738	1946403	808814	358116	239849	1684130	17042	0.062775915	37448564	6045787	71883	0.054838709	39502236	899197	15241328
10/1/21	90041	2123708	23752	3271487		2484138	5157	908283	0.059102188	550636	1925799	1348981	496937	303617	2414980	17110	0.072902826	38745013	5959837	72931	0.054065982	40870218	1494555	14084019
11/1/21	89995	2018200	23066	3303526		2550849	5107	973932	0.056051109	629947	1821699	543471	420731	288246	1460354	16586	0.080796489	37416732	5973130	73409	0.054219217	39436215	586487	16358067
12/1/21	89356	1995954	23172	3312507		2672058	5315	1060115	0.048249186	659813	1893692	696066	446094	281101	1653680	16041	0.072859876	39301991	8267140	73315	0.053033827	41299016	746046	16768078
1/1/22	94400	2196791	24440	4380346		2692378	5588	2068915	0.049787234	721691	2097066	703587	378116	331589	1670762	17748	0.06247159	44069031	11540342	76652	0.054355836	46267521	781837	17365714
2/1/22	88282	1958744	22935	3737443		2381297	5256	1374497	0.048724343	572935	1878139	569124	224029	218825	1248681	16198	0.063008561	36620342	10177703	72084	0.059111845	38580288	612714	13450324
3/1/22	91776	2094120	23773	3205072		2426786	5334	993853	0.054393759	582447	1991180	678076	356670	208310	1594924	17776	0.077531522	49914361	10696650	74000	0.047048005	52020405	717167	22334725
4/1/22	90146	1991098	22758	2883207		2303120	5011	1096217	0.058196721	528459	1946059	804792	292648	174503	1506241	16863	0.074455621	44037706	9999896	73283	0.048272252	46041051	888418	21846813
5/1/22	92979	2086273	23683	3028310		2437084	5190	922924	0.054104261	556567	2057403	668816	368222	183762	1461818	18163	0.070534468	45034127	10501375	74816	0.049892645	47120644	714835	22056709
6/1/22	88291	1926518	23276	2651363		2479544	5030	809554	0.056997522	537470	1952873	1165125	568742	205883	2154558	16667	0.067779341	40953493	9870768	71624	0.048108693	42880187	1209527	17410430
7/1/22	88199	1938956	19850	3710675		2560115	4944	1001914	0.050526565	576230	2068745	1114553	458658	210028	2082123	15904	0.062012053	48280676	10044957	72295	0.040217447	50219785	1161687	23778647
8/1/22	88040	1947305	19995	3716560		2507682	5063	1012554	0.054249548	529677	2114433	975000	252106	202819	1687531	15830	0.0602538	46455984	10149950	72210	0.037682179	48403571	1045263	24896342
9/1/22	87019	1928853	18945	3367123		2319763	4921	822150	0.05494644	532849	1993376	842819	590325	331966	2018256	15996	0.065089277	43350176	9754583	71023	0.044424544	45279357	888169	21794003
10/1/22	89934	2103644	19772	3987059		2505874	5154	1000487	0.053651826	529468	2106116	919737	575671	202817	1950071	17168	0.074346268	45890898	10348175	72766	0.042465243	47994811	982244	21546828
