month	active_editors	anonymous_edits	mobile-heavy_wiki_active_editors	mobile-heavy_wiki_edits	mobile-heavy_wiki_new_editor_retention	mobile-heavy_wiki_nonbot_edits	mobile_edits	net_new_Commons_content_pages	net_new_Wikidata_entities	net_new_Wikipedia_articles	net_new_content_pages	new_active_editors	new_editor_retention	non_anonymous_edits	other_nonbot_edits	returning_active_editors	revert_rate	total_edits	uploads	wikidata_edits
2012-09-01	86215.0		2616.0	837401.0	0.05156765677	290792.0	0.0	628614.0	0.0	298171.0	1348861.0	21115.0	0.06992112996		10043804.0	65100.0	0.1624776563	22759613.0	651613.0	0.0
2012-10-01	83876.0		2588.0	971631.0	0.05870486181	267548.0	1.0	461836.0	4393.0	374012.0	1243412.0	17771.0	0.06996030547		10365802.0	66105.0	0.1661468464	24243577.0	484643.0	265341.0
2012-11-01	83562.0		2603.0	635341.0	0.05323110624	271101.0	122.0	262107.0	209173.0	244006.0	1110288.0	17534.0	0.07132344925		10016479.0	66028.0	0.1658921827	20696743.0	283910.0	418686.0
2012-12-01	82183.0		2882.0	844143.0	0.06168566775	323440.0	182.0	364918.0	1801148.0	255857.0	2618864.0	16174.0	0.07240641812		10350983.0	66009.0	0.1541658115	23208682.0	389763.0	2145677.0
2013-01-01	88852.0		2852.0	1113427.0	0.05186551866	348074.0	1199.0	660978.0	1577241.0	499974.0	3047647.0	19027.0	0.06252948169		11465722.0	69825.0	0.1661664476	27075327.0	695025.0	2527688.0
2013-02-01	81825.0		2598.0	1054798.0	0.06101190476	332681.0	1986.0	329243.0	1453555.0	622157.0	2605207.0	16690.0	0.06862110324		10004879.0	65135.0	0.1808112201	25601769.0	353137.0	2688064.0
2013-03-01	86147.0		2672.0	1807620.0	0.05299394951	372472.0	4316.0	265200.0	3061030.0	793553.0	4293422.0	18285.0	0.07205747758		10528530.0	67862.0	0.1547839459	46222566.0	294994.0	9090203.0
2013-04-01	86452.0		2734.0	904784.0	0.05327210103	328256.0	2885.0	258997.0	2426356.0	463071.0	3382540.0	18934.0	0.06882828283		10175849.0	67518.0	0.1576841893	37029963.0	290295.0	14587309.0
2013-05-01	87046.0		2648.0	528565.0	0.06403940887	310381.0	6218.0	355878.0	866316.0	225572.0	1706282.0	19259.0	0.06734976461		10277276.0	67787.0	0.1598386124	33092100.0	390256.0	15342104.0
2013-06-01	80853.0		2510.0	431654.0	0.04617546677	278296.0	738.0	341421.0	144306.0	742778.0	1506070.0	16510.0	0.05740295626		9748124.0	64343.0	0.1473254261	22995684.0	361343.0	4703310.0
2013-07-01	80591.0		2647.0	563886.0	0.04795424549	324566.0	8519.0	334335.0	772673.0	662382.0	1971738.0	17247.0	0.05288779658		9752428.0	63344.0	0.1340101399	27914054.0	355640.0	9091134.0
2013-08-01	79896.0		2595.0	567259.0	0.03893294881	307449.0	43388.0	312908.0	339195.0	925873.0	2071813.0	17008.0	0.0534415068899999		10102879.0	62888.0	0.1283372132	24395083.0	336208.0	4886515.0
2013-09-01	80057.0		2504.0	625235.0	0.04581850534	316320.0	51687.0	643244.0	234500.0	742838.0	1953990.0	19459.0	0.0562994960399999		10023703.0	60598.0	0.122058314	25508808.0	668639.0	5912918.0
2013-10-01	79356.0		2593.0	793571.0	0.0443825042899999	306239.0	57535.0	319361.0	82205.0	336599.0	1075449.0	18067.0	0.05534929498		10100277.0	61289.0	0.1417313278	26604365.0	344060.0	9020041.0
2013-11-01	78111.0		2636.0	626954.0	0.04080831862	314171.0	57294.0	403734.0	113422.0	187935.0	1130427.0	17537.0	0.05921374585		9767696.0	60574.0	0.1345224978	24479367.0	429904.0	7699074.0
2013-12-01	78608.0		2762.0	617792.0	0.0434304562899999	334092.0	67745.0	269642.0	204408.0	217391.0	1023946.0	17376.0	0.05823888089		10543691.0	61232.0	0.1297297046	24043955.0	293538.0	6494305.0
2014-01-01	84876.0		3242.0	654432.0	0.04914170313	372149.0	84514.0	261039.0	178415.0	206087.0	871504.0	20101.0	0.05258795701		11076111.0	64775.0	0.1348721526	30112968.0	286831.0	9215446.0
2014-02-01	78641.0		2847.0	533914.0	0.04299096688	333436.0	76626.0	270805.0	123482.0	240517.0	976048.0	17572.0	0.05403628206		9829508.0	61069.0	0.1357772988	24149407.0	297224.0	5924262.0
2014-03-01	82114.0		2747.0	649560.0	0.04289292423	380647.0	89413.0	320652.0	117770.0	227143.0	2066429.0	18938.0	0.06172305605		10487261.0	63176.0	0.1388973504	26072606.0	350238.0	5572211.0
2014-04-01	79927.0		2827.0	671697.0	0.0394473732	349087.0	89198.0	336856.0	576587.0	238222.0	1449478.0	18423.0	0.05541732208		10190711.0	61504.0	0.125519362	23339672.0	363167.0	5447664.0
2014-05-01	85062.0		2956.0	596971.0	0.05177020708	341209.0	112289.0	391903.0	249039.0	259759.0	1120589.0	21585.0	0.0545236460399999		10111642.0	63477.0	0.1244578829	28712331.0	421870.0	11193929.0
2014-06-01	78891.0		2717.0	525890.0	0.04224137931	321979.0	148578.0	312056.0	207192.0	552877.0	1338093.0	18573.0	0.05376741336		9786597.0	60318.0	0.1159880403	25238648.0	382911.0	6054010.0
2014-07-01	80857.0		2817.0	586054.0	0.03577483893	319836.0	229722.0	490591.0	127492.0	459956.0	1442994.0	19557.0	0.04738154613		10242111.0	61300.0	0.1039868895	26865252.0	534518.0	6673575.0
2014-08-01	80979.0		3022.0	617771.0	0.0471224411	339322.0	261600.0	447860.0	250433.0	394096.0	1252287.0	19267.0	0.05281990771		10436673.0	61712.0	0.1098578552	25791366.0	500125.0	5898183.0
2014-09-01	79812.0		2715.0	673780.0	0.04301872798	313169.0	207046.0	545761.0	307597.0	405863.0	1517651.0	19931.0	0.0547249368399999		9604610.0	59881.0	0.1232270193	23705324.0	571578.0	5972107.0
2014-10-01	81276.0		2809.0	593484.0	0.04338188727	338492.0	218966.0	487400.0	181748.0	304117.0	1227019.0	20535.0	0.0536871659899999		10011499.0	60741.0	0.1171969748	27358814.0	510641.0	8692892.0
2014-11-01	79532.0		2682.0	521713.0	0.04472072741	295973.0	230290.0	328428.0	161836.0	224915.0	1012854.0	19341.0	0.06004164136		9580561.0	60191.0	0.1244917386	27270646.0	356131.0	8407359.0
2014-12-01	80058.0		3036.0	994252.0	0.04097141913	329970.0	276869.0	323636.0	90991.0	202239.0	818821.0	18661.0	0.05566042422		10069298.0	61397.0	0.1188334831	28006243.0	354130.0	6754131.0
2015-01-01	86221.0		3355.0	725482.0	0.04425064599	388904.0	331830.0	302466.0	190440.0	218135.0	1028766.0	21416.0	0.04955247114		11332639.0	64805.0	0.1175404559	26632995.0	332411.0	7256327.0
2015-02-01	82256.0		3169.0	806160.0	0.04811363984	383425.0	312625.0	310898.0	415684.0	179702.0	1113156.0	19897.0	0.05412151246		10188320.0	62359.0	0.1173743652	24369872.0	335611.0	7398594.0
2015-03-01	88379.0		3305.0	1048446.0	0.05692960632	357379.0	327864.0	385789.0	303890.0	314314.0	1162672.0	22238.0	0.0602575413		11568886.0	66141.0	0.1303587016	32009429.0	419385.0	7912594.0
2015-04-01	82838.0		3148.0	1221711.0	0.0482366657	335831.0	450604.0	358830.0	97218.0	201926.0	820398.0	19117.0	0.05299988621		11244098.0	63721.0	0.1188610174	33853516.0	385390.0	5342196.0
2015-05-01	86952.0		2994.0	578832.0	0.04618271035	311960.0	505771.0	501268.0	150103.0	194907.0	1160027.0	22144.0	0.0544227080899999		10455256.0	64808.0	0.1276283427	27730905.0	528925.0	7142529.0
2015-06-01	82183.0		2994.0	489454.0	0.04357506361	335595.0	553031.0	412650.0	549107.0	233073.0	1379455.0	19500.0	0.05398356425		10161123.0	62683.0	0.1378974417	24126596.0	441920.0	4571308.0
2015-07-01	80537.0		3149.0	776159.0	0.04591206075	384754.0	633506.0	485869.0	91070.0	219056.0	1064754.0	18070.0	0.04941931402		10718971.0	62467.0	0.1398297792	35088022.0	515028.0	12495044.0
2015-08-01	79247.0		3070.0	991440.0	0.05176592798	428380.0	657796.0	571013.0	110590.0	231499.0	1146080.0	16848.0	0.05369789075		11356093.0	62399.0	0.122070541	28653390.0	617032.0	8635024.0
2015-09-01	79702.0		2943.0	945176.0	0.0516469459499999	366201.0	613093.0	823670.0	111911.0	239586.0	1681911.0	17668.0	0.05630587988		11505086.0	62034.0	0.1528725573	29257341.0	855173.0	7295135.0
2015-10-01	80400.0		2942.0	482378.0	0.0396534488499999	331013.0	585356.0	549401.0	225895.0	252621.0	1265717.0	17485.0	0.06543033761		11775781.0	62915.0	0.1262347397	33689794.0	584951.0	12186660.0
2015-11-01	81191.0		2892.0	661563.0	0.04107368042	378051.0	612597.0	419041.0	277703.0	560352.0	1451929.0	17934.0	0.06566605984		11505534.0	63257.0	0.1185314338	31774470.0	449133.0	11026538.0
2015-12-01	79427.0		3090.0	564181.0	0.04192625021	366664.0	614775.0	415941.0	273478.0	690375.0	1600579.0	16842.0	0.0594878942899999		11104438.0	62585.0	0.107893219	29677757.0	444346.0	9439281.0
2016-01-01	85747.0		3248.0	867270.0	0.03708170033	408710.0	727213.0	444628.0	396491.0	848476.0	2041690.0	19315.0	0.04959064999		12157334.0	66432.0	0.1021087167	33318202.0	473580.0	10703508.0
2016-02-01	81492.0		3022.0	1262126.0	0.0440498548699999	345267.0	658698.0	333242.0	573530.0	332337.0	1860399.0	18153.0	0.0528984141		14025302.0	63339.0	0.08922072673	33314058.0	358458.0	9978377.0
2016-03-01	85258.0		3179.0	1015216.0	0.0432715948199999	394471.0	695658.0	444262.0	673701.0	293685.0	2322306.0	19270.0	0.06274028193		12187117.0	65988.0	0.1011410758	30792307.0	478126.0	8945545.0
2016-04-01	82275.0		3102.0	681064.0	0.04206375288	370902.0	660965.0	378707.0	247102.0	364754.0	1513335.0	17696.0	0.06078844965		12728550.0	64579.0	0.1013470509	32047817.0	406320.0	10220255.0
2016-05-01	86168.0		3098.0	975072.0	0.04832104832	384800.0	670684.0	490452.0	272508.0	589558.0	1832548.0	19882.0	0.0603481658799999		12914809.0	66286.0	0.1020982646	36970492.0	514595.0	13901664.0
2016-06-01	83382.0		3390.0	870534.0	0.03712035996	401455.0	659680.0	469134.0	843993.0	490724.0	2042301.0	20117.0	0.0535915375999999		11942529.0	63265.0	0.09338073838	31114661.0	490112.0	10424038.0
2016-07-01	78220.0		3333.0	890566.0	0.04454225352	403936.0	730018.0	423845.0	898143.0	249806.0	1876926.0	15885.0	0.04802845301		14751835.0	62335.0	0.1184456124	31282082.0	450892.0	8115824.0
2016-08-01	78567.0		3201.0	771445.0	0.04104532703	424838.0	768062.0	411140.0	486437.0	336099.0	1505517.0	16118.0	0.04718922553		13950966.0	62449.0	0.0886563709	32033143.0	437921.0	10632513.0
2016-09-01	80932.0		2893.0	649165.0	0.04148606811	396100.0	696802.0	734203.0	251176.0	546749.0	1817034.0	18816.0	0.05258324547		13361030.0	62116.0	0.08584307792	34973527.0	762830.0	10784874.0
2016-10-01	79262.0		2933.0	715488.0	0.0507925686	404445.0	765096.0	517717.0	429577.0	436985.0	1732793.0	16837.0	0.06210185881		11114934.0	62425.0	0.104438664	36302062.0	548103.0	16119568.0
2016-11-01	79775.0		3057.0	578978.0	0.04807692308	384150.0	770949.0	772055.0	245128.0	533010.0	1797536.0	16819.0	0.06565945051		11423412.0	62956.0	0.1047413681	43287142.0	798402.0	13334682.0
2016-12-01	80861.0		3275.0	627273.0	0.05461882116	386590.0	810648.0	770586.0	144755.0	430578.0	1555799.0	16389.0	0.07094456922		11109079.0	64472.0	0.0947713586899999	29571992.0	802367.0	10195450.0
2017-01-01	85461.0		3300.0	894436.0	0.04518329071	454376.0	900732.0	793270.0	436983.0	412831.0	1899491.0	18232.0	0.05110780641		12042844.0	67229.0	0.1058708266	38001265.0	832992.0	17069546.0
2017-02-01	80467.0		3347.0	1093680.0	0.04092427617	418319.0	813061.0	793644.0	206788.0	387343.0	1627275.0	16529.0	0.05387700126		11105361.0	63938.0	0.114371108	38057326.0	843774.0	17940961.0
2017-03-01	87376.0		3449.0	969064.0	0.04726944874	431418.0	929213.0	674367.0	183115.0	308826.0	1386866.0	19413.0	0.07122725007		11894294.0	67963.0	0.1135307605	33612901.0	710482.0	12928116.0
2017-04-01	82599.0		3383.0	911166.0	0.0427329792399999	415346.0	851164.0	595207.0	537677.0	382293.0	1724616.0	16697.0	0.06016094238		11099327.0	65902.0	0.1113934996	31602306.0	624298.0	8723317.0
2017-05-01	85955.0		3421.0	729458.0	0.04642558778	390945.0	854016.0	833390.0	406552.0	424211.0	1977121.0	19307.0	0.06006418703		11024825.0	66648.0	0.1076091364	41867781.0	862373.0	12451250.0
2017-06-01	81603.0		3589.0	738181.0	0.04323011536	419822.0	855413.0	868011.0	1049593.0	433003.0	2736800.0	18573.0	0.05419151817		10972893.0	63030.0	0.09832622344	38336583.0	898029.0	17156953.0
2017-07-01	80102.0		4107.0	944735.0	0.0614302773	455920.0	934109.0	668452.0	2655035.0	329845.0	4035895.0	16012.0	0.0499838423699999		11234467.0	64090.0	0.0913385421299999	39740681.0	702732.0	19022591.0
2017-08-01	79304.0		3458.0	1039919.0	0.05217626386	436618.0	1007777.0	456573.0	3874032.0	406120.0	5097291.0	15149.0	0.05004758279		11205655.0	64155.0	0.09940092854	44526564.0	488750.0	19872017.0
2017-09-01	79634.0		3234.0	1242240.0	0.0493433635099999	409461.0	923963.0	719268.0	3143746.0	392927.0	4448320.0	16680.0	0.05385643195		10554861.0	62954.0	0.1017849919	41774909.0	758462.0	20179635.0
2017-10-01	81031.0		3381.0	1045401.0	0.04251410576	408665.0	999360.0	571720.0	941342.0	185950.0	1886914.0	16268.0	0.05863549568		11736089.0	64763.0	0.103106784	40886220.0	611227.0	16790134.0
2017-11-01	82572.0		3352.0	895949.0	0.0492537313399999	434575.0	989250.0	495358.0	1671454.0	172360.0	2569773.0	16591.0	0.0684986727		11194664.0	65981.0	0.1058313438	38008837.0	527085.0	14169744.0
2017-12-01	79466.0		3530.0	1088167.0	0.0444184687299999	425192.0	1022891.0	490862.0	2685171.0	193047.0	3623336.0	14235.0	0.07421067894		10781658.0	65231.0	0.1081661937	37411556.0	519639.0	13921195.0
2018-01-01	84392.0		3817.0	1266697.0	0.04314847053	460890.0	1154282.0	635998.0	438827.0	409081.0	1753987.0	16513.0	0.0540366823		12043826.0	67879.0	0.1132945245	39497259.0	671159.0	9737441.0
2018-02-01	78876.0		3613.0	865895.0	0.04308062575	419216.0	1012879.0	689572.0	2640667.0	162580.0	3725933.0	14799.0	0.05236555619		11214565.0	64077.0	0.09814216671	39622374.0	720896.0	15666511.0
2018-03-01	85900.0		3661.0	1098456.0	0.04414300494	444680.0	1121672.0	749171.0	819608.0	202875.0	2040839.0	17265.0	0.07736210227		12067822.0	68635.0	0.0859242467899999	43048383.0	801832.0	17985721.0
2018-04-01	83390.0		3634.0	1100627.0	0.04602759277	473422.0	1107334.0	585931.0	1139948.0	172568.0	2147134.0	15758.0	0.06691532433		11278348.0	67632.0	0.1019290029	34570729.0	622844.0	12837276.0
2018-05-01	85028.0		3699.0	1052280.0	0.04604944256	464452.0	1166548.0	687156.0	1465332.0	177393.0	3118353.0	17376.0	0.06406608942		11796572.0	67652.0	0.0952920745299999	39104990.0	728339.0	15673103.0
2018-06-01	78533.0		3444.0	851691.0	0.0406532722399999	428083.0	1128439.0	569621.0	577595.0	177203.0	1638254.0	14885.0	0.05734102721		10605800.0	63648.0	0.09558275982	37132196.0	603525.0	16458441.0
2018-07-01	77987.0	1972149.0	3687.0	1067811.0	0.04116747387	454464.0	1172888.0	631394.0	458593.0	221459.0	1809947.0	13889.0	0.04712289841	35008608.0	10994815.0	64098.0	0.09553875542	36955110.0	662742.0	14101154.0
2018-08-01	78801.0	2045521.0	3741.0	1210820.0	0.0470079509	481644.0	1229154.0	763082.0	520235.0	221579.0	1818411.0	13825.0	0.05151271642	38961990.0	11394260.0	64976.0	0.08442084855	40995731.0	797032.0	18208668.0
2018-09-01	82335.0	1998801.0	3863.0	846503.0	0.05068544837	437457.0	1171470.0	800330.0	377222.0	185644.0	1635067.0	17832.0	0.05681353535	36620328.0	11062745.0	64503.0	0.09307746416	38605571.0	830428.0	17786725.0
2018-10-01	82416.0	2175908.0	3825.0	957794.0	0.0504849830499999	433507.0	1231538.0	549132.0	1147804.0	191087.0	2101982.0	16325.0	0.06641142535	41323633.0	10790092.0	66091.0	0.0981892562099999	43486666.0	582738.0	23073044.0
2018-11-01	82243.0	2133929.0	3639.0	1150793.0	0.04332890071	456985.0	1228949.0	549451.0	1272149.0	192340.0	2268787.0	15343.0	0.06874217022	42257910.0	11038500.0	66900.0	0.09374738603	44376013.0	586129.0	23896534.0
2018-12-01	80805.0	2072111.0	4046.0	1125381.0	0.0470451421899999	488735.0	1260737.0	512338.0	947571.0	186233.0	2128146.0	14529.0	0.0720737375899999	39932743.0	10991655.0	66276.0	0.08547772941	41988394.0	546299.0	21418466.0
2019-01-01	86793.0	2273355.0	4228.0	988233.0	0.0433582518699999	512674.0	1416777.0	542425.0	951976.0	200366.0	1938938.0	16982.0	0.0542318521	44057059.0	12143464.0	69811.0	0.08130335652	46312638.0	580719.0	23213770.0
2019-02-01	82565.0	2023528.0	3901.0	966696.0	0.04547852696	438437.0	1254935.0	494725.0	574002.0	195100.0	1455387.0	16170.0	0.05465256798	42124129.0	10952758.0	66395.0	0.07375802559	44135189.0	531456.0	22667003.0
2019-03-01	87722.0	2246302.0	4252.0	996968.0	0.04395046691	465084.0	1379133.0	510723.0	643675.0	216257.0	1587804.0	17547.0	0.07326751587	47204254.0	11748062.0	70175.0	0.06309032738	49434627.0	542547.0	28490299.0
2019-04-01	84374.0	2145035.0	3996.0	1412904.0	0.04376657825	414992.0	1356454.0	584061.0	717420.0	268254.0	1782113.0	15334.0	0.06862974361	49143285.0	10955991.0	69040.0	0.05577760252	51252861.0	616226.0	30126989.0
2019-05-01	90225.0	2221726.0	4195.0	1384712.0	0.04962525551	460884.0	1493057.0	667467.0	774361.0	189506.0	1978179.0	19075.0	0.06760472121	44633445.0	11728361.0	71150.0	0.05939815112	46847183.0	702372.0	23578489.0
2019-06-01	83557.0	2051662.0	4270.0	1262220.0	0.04854368932	452430.0	1461766.0	494847.0	639526.0	213853.0	1806274.0	16863.0	0.0609317580099999	38129171.0	10591175.0	66694.0	0.05556810636	40171410.0	549546.0	18588097.0
2019-07-01	82597.0	2087114.0	4657.0	1351814.0	0.05068249258	497732.0	1495166.0	652506.0	1063793.0	230322.0	2215023.0	15286.0	0.04929564463	36172227.0	10832271.0	67311.0	0.0533548812	38251850.0	724922.0	17976086.0
2019-08-01	82374.0	2109334.0	4508.0	1267338.0	0.04944029851	491070.0	1567696.0	494591.0	854189.0	212086.0	1931846.0	14879.0	0.05169167033	34900019.0	11376862.0	67495.0	0.0521111756	37001864.0	548600.0	15640296.0
2019-09-01	83171.0	2120394.0	4346.0	1602350.0	0.05704294613	502420.0	1499908.0	684758.0	2471829.0	243332.0	3617096.0	16645.0	0.0580120651299999	39019081.0	11278981.0	66526.0	0.06308042362	41133075.0	739596.0	16922498.0
2019-10-01	85101.0	2284093.0	4496.0	1455735.0	0.04127228703	521977.0	1598195.0	531622.0	3675689.0	181524.0	4711988.0	16542.0	0.06331182524	41280749.0	11276301.0	68559.0	0.06583170948	43558233.0	585031.0	18391579.0
2019-11-01	85859.0	2173008.0	4273.0	1742610.0	0.03916053656	479971.0	1538302.0	632849.0	3625578.0	211501.0	4651272.0	16570.0	0.07660344992	44755250.0	11076121.0	69289.0	0.06027848783	46923002.0	685487.0	23502409.0
2019-12-01	85250.0	2111610.0	4726.0	2137717.0	0.04889158822	491849.0	1621995.0	670121.0	3481249.0	195211.0	4737543.0	15601.0	0.06946578524	43211735.0	10643462.0	69649.0	0.0554378904999999	45318629.0	716420.0	21367199.0
2020-01-01	90242.0	2290873.0	5047.0	1667762.0	0.0518351213999999	586535.0	1745927.0	633007.0	3520037.0	252889.0	4818313.0	18139.0	0.0538071626399999	42464852.0	12043414.0	72103.0	0.0671802160399999	44748606.0	683969.0	19002423.0
2020-02-01	88239.0	2135595.0	4541.0	1052721.0	0.04517198508	506151.0	1616956.0	805704.0	2516834.0	255138.0	3782792.0	17826.0	0.05411050125	42019391.0	11279497.0	70413.0	0.0609015779	44139367.0	855590.0	18736393.0
2020-03-01	90459.0	2222674.0	5028.0	2955059.0	0.0465993678	702907.0	1678852.0	933836.0	2368419.0	468599.0	4041475.0	18041.0	0.07141265788	47670116.0	13262731.0	72418.0	0.05413776177	49822981.0	998024.0	20754272.0
2020-04-01	96008.0	2221239.0	5534.0	2023867.0	0.046041	825048.0	1741987.0	505900.0	3418000.0	491300.0	4720000.0	20363.0	0.0632409999999999	50802899.0	15206640.0	75645.0	0.05367	53021129.0	567161.0	22620119.0
2020-05-01	104520.0	2365101.0	6001.0	2392095.0	0.0547917911934648	778171.0	1924709.0	878203.0	2929482.0	396374.0	4512879.0	24528.0	0.0692645308029923	52383642.0	14663802.0	79992.0	0.0606182275473632	54751101.0	937664.0	25043268.0
2020-06-01	96027.0	2145261.0	5321.0	2117588.0	0.0480711141796841	813305.0	1791421.0	649618.0	511455.0	487908.0	1922896.0	21074.0	0.0671967800520296	50814018.0	12869134.0	74953.0	0.0577967918695362	52960770.0	703996.0	25836962.0
2020-07-01	87698.0	2087988.0	5356.0	1496188.0	0.0452044357910776	799567.0	1740901.0	743741.0	913741.0	387281.0	2282643.0	18443.0	0.0552301514225361	44143758.0	11996820.0	69255.0	0.0667721398619408	46233269.0	801286.0	21846294.0
2020-08-01	89207.0	2154040.0	5254.0	1538137.0	0.046241637150728	684396.0	1864517.0	713050.0	727136.0	287222.0	2027384.0	17542.0	0.0554192754226406	53116527.0	12778521.0	71665.0	0.0610183985073423	55272101.0	760785.0	25294195.0
2020-09-01	89416.0	2158528.0	4823.0	1328972.0	0.0516473731077471	567904.0	1750969.0	664565.0	647460.0	223916.0	1898219.0	17999.0	0.0607810073642192	62394893.0	12249107.0	71417.0	0.112535956351682	64554789.0	719390.0	15736096.0
2020-10-01	90954.0	2279491.0	5005.0	1151598.0	0.0492356561445304	595157.0	1804825.0	816318.0	859940.0	380768.0	2309596.0	19163.0	0.0746773956135616	62960214.0	12362794.0	71791.0	0.060057429650616	65240927.0	868769.0	15507565.0
2020-11-01	91790.0	2224357.0	4994.0	1199941.0	0.0482573726541554	562327.0	1761761.0	1232866.0	694923.0	290665.0	2581998.0	18373.0	0.0767160678930473	38048523.0	12338738.0	73417.0	0.0549791206534631	40273842.0	1290742.0	15431435.0
2020-12-01	94111.0	2205946.0	5501.0	1431950.0	0.0600123102174805	622716.0	1861378.0	885632.0	780916.0	344251.0	2351553.0	18439.0	0.076012650856083	40216793.0	13217242.0	75672.0	0.055281384675853	42425019.0	960768.0	16522364.0
2021-01-01	100217.0	2385157.0	5788.0	1534365.0	0.0558987029030265	640154.0	2077422.0	829722.0	496093.0	253704.0	1903989.0	21147.0	0.0618456069912425	43805900.0	14502673.0	79070.0	0.0548380478162827	46193370.0	890467.0	19363111.0
2021-02-01	94106.0	2189441.0	5223.0	1323602.0	0.0581117787472219	589393.0	1870956.0	890706.0	497480.0	284744.0	2190708.0	18505.0	0.0648185100281214	44033180.0	4883772.0	75601.0	0.0540450816674842	46224091.0	946127.0	20299650.0
2021-03-01	100355.0	2320935.0	5707.0	1212874.0	0.05555555	619785.0	2002852.0	1924506.0	500124.0	332045.0	3144609.0	20465.0	0.0739641835329024	48937350.0	5690055.0	79890.0	0.0557331100318304	51259653.0	1970348.0	21041855.0
2021-04-01	97136.0	2178544.0	5465.0	1240569.0		632886.0	1892286.0	1714523.0	327406.0	319102.0	2590341.0	18647.0	0.0733912775677109	41700698.0	4772515.0	78489.0	0.0514655762196916	43880912.0	1761754.0	17784086.0
2021-05-01	98744.0	2294554.0	5560.0	1226707.0		641991.0	2050899.0	1218483.0	321578.0	241237.0	2227436.0	19653.0	0.073750787492954	47328592.0	5280862.0	79091.0	0.0532752370633733	49624611.0	1270095.0	20602931.0
2021-06-01	91683.0	2089434.0	5103.0	963573.0	0.0613496932515337	567731.0	1899060.0	750711.0	349563.0	325849.0	1739466.0	17528.0	0.0660238419429238	40073089.0	5218602.0	74155.0	0.0556571636469262	42163576.0	796256.0	18875684.0
2021-07-01	89323.0	2049005.0	5320.0	1144866.0	0.0606991525423729	598855.0	2006736.0	694958.0	341418.0	260784.0	2252121.0	16208.0	0.0591658583899127	42730252.0	5250912.0	73115.0	0.0537411203149289	44780394.0	738459.0	18720677.0
2021-08-01	90325.0	2100177.0	5606.0	1322700.0	0.0588235294117647	618020.0	2083814.0	1258907.0	582256.0	247061.0	2331908.0	16123.0	0.0603664736765652	45811721.0	5587077.0	74202.0	0.0503179355696413	47913055.0	1311357.0	19905473.0
2021-09-01	88935.0	2052391.0	5164.0	997518.0	0.0554815263476681	586738.0	1946403.0	808814.0	358116.0	239849.0	1684130.0	16848.0	0.062775914823471	37448564.0	6045787.0	72087.0	0.0548387089538597	39502236.0	899197.0	15241328.0
2021-10-01	90054.0	2123708.0	5157.0	908283.0	0.0591021881344462	550636.0	1925799.0	1348981.0	496937.0	303617.0	2414980.0	16921.0	0.072902825759589	38745013.0	5959837.0	73133.0	0.054065981597117	40870218.0	1494555.0	14084019.0
2021-11-01	90005.0	2018200.0	5107.0	973932.0	0.0560511089681774	629947.0	1821699.0	543471.0	420731.0	288246.0	1460354.0	16410.0	0.0807964893266605	37416732.0	5973130.0	73595.0	0.0542192168352792	39436215.0	586487.0	16358067.0
2021-12-01	89366.0	1995954.0	5315.0	1060115.0	0.0482491856677525	659813.0	1893692.0	696066.0	446094.0	281101.0	1653680.0	15866.0	0.0728598761495258	39301991.0	8267140.0	73500.0	0.0530338270947221	41299016.0	746046.0	16768078.0
2022-01-01	94411.0	2196791.0	5588.0	2068915.0	0.0497872340425532	721691.0	2097066.0	703587.0	378116.0	331589.0	1670762.0	17601.0	0.062471589735113	44069031.0	11540342.0	76810.0	0.0543558360910436	46267521.0	781837.0	17365714.0
2022-02-01	88297.0	1958744.0	5256.0	1374497.0	0.0487243429886821	572935.0	1878139.0	569124.0	224029.0	218825.0	1248681.0	16016.0	0.0630085611277918	36620342.0	10177703.0	72281.0	0.0591118447485452	38580288.0	612714.0	13450324.0
2022-03-01	91790.0	2094120.0	5334.0	993853.0	0.0543937588037707	582447.0	1991180.0	678076.0	356670.0	208310.0	1594924.0	17607.0	0.0775315224159402	49914361.0	10696650.0	74183.0	0.047048004890053	52020405.0	717167.0	22334725.0
2022-04-01	90156.0	1991098.0	5011.0	1096217.0	0.0581967213114754	528459.0	1946059.0	804792.0	292648.0	174503.0	1506241.0	16681.0	0.0744556211144066	44037706.0	9999896.0	73475.0	0.048272252246185	46041051.0	888418.0	21846813.0
2022-05-01	92992.0	2086273.0	5190.0	922924.0	0.0541042610008127	556567.0	2057403.0	668816.0	368222.0	183762.0	1461818.0	17945.0	0.0705344684637317	45034127.0	10501375.0	75047.0	0.0498926445077041	47120644.0	714835.0	22056709.0
2022-06-01	88304.0	1926518.0	5030.0	809554.0	0.0569975218468762	537470.0	1952873.0	1165125.0	568742.0	205883.0	2154558.0	16476.0	0.0677793405911864	40953493.0	9870768.0	71828.0	0.0481086928075316	42880187.0	1209527.0	17410430.0
2022-07-01	88209.0	1938956.0	4944.0	1001914.0	0.0505265649035617	576230.0	2068745.0	1114553.0	458658.0	210028.0	2082123.0	15746.0	0.0620120527715945	48280676.0	10044957.0	72463.0	0.0402174471860962	50219785.0	1161687.0	23778647.0
2022-08-01	88055.0	1947305.0	5063.0	1012554.0	0.0542495479204339	529677.0	2114433.0	975000.0	252106.0	202819.0	1687531.0	15650.0	0.0602537998958284	46455984.0	10149950.0	72405.0	0.0376821785788148	48403571.0	1045263.0	24896342.0
